quarter,supplier_name,avg_negotiated_price,avg_price_charged,avg_savings_per_unit
2026-01-01 00:00:00+05:30,Wyatt Inc,203.2900000000000000,590.4533333333333333,-387.1633333333333333
2025-07-01 00:00:00+05:30,"Reid, Ferguson and Sanchez",190.5050000000000000,270.6428571428571429,-80.1378571428571429
2025-10-01 00:00:00+05:30,Clark PLC,192.7914285714285714,529.0214285714285714,-336.2300000000000000
2025-01-01 00:00:00+05:30,Smith-Hickman,192.2200000000000000,38.9046153846153846,153.3153846153846154
2024-04-01 00:00:00+05:30,Wyatt Inc,203.2900000000000000,49.9600000000000000,153.3300000000000000
2025-07-01 00:00:00+05:30,Anderson Group,178.5857142857142857,94.9385714285714286,83.6471428571428571
2024-10-01 00:00:00+05:30,"Gill, Romero and Rodriguez",185.7700000000000000,21.1400000000000000,164.6300000000000000
2025-07-01 00:00:00+05:30,Wolfe LLC,198.0181818181818182,157.4318181818181818,40.5863636363636364
2024-10-01 00:00:00+05:30,"Baker, Richards and Hurst",180.8450000000000000,133.3725000000000000,47.4725000000000000
2025-04-01 00:00:00+05:30,Baker and Sons,191.4971428571428571,70.9628571428571429,120.5342857142857143
2025-01-01 00:00:00+05:30,"Garcia, Yang and Gardner",186.5800000000000000,141.3000000000000000,45.2800000000000000
2024-07-01 00:00:00+05:30,Burton Ltd,197.2500000000000000,321.2900000000000000,-124.0400000000000000
2024-10-01 00:00:00+05:30,Bernard LLC,207.7252941176470588,238.9923529411764706,-31.2670588235294118
2024-07-01 00:00:00+05:30,Rios Group,202.6800000000000000,164.8050000000000000,37.8750000000000000
2024-07-01 00:00:00+05:30,Trujillo Group,181.9500000000000000,405.8200000000000000,-223.8700000000000000
2025-07-01 00:00:00+05:30,"Peterson, Carter and Moore",186.4766666666666667,252.0150000000000000,-65.5383333333333333
2025-04-01 00:00:00+05:30,"Brown, James and Ferrell",188.3900000000000000,393.4675000000000000,-205.0775000000000000
2024-01-01 00:00:00+05:30,"Gill, Romero and Rodriguez",183.6575000000000000,273.5875000000000000,-89.9300000000000000
2026-01-01 00:00:00+05:30,Robinson-Lawrence,189.4000000000000000,104.2116666666666667,85.1883333333333333
2024-04-01 00:00:00+05:30,Nelson-Schaefer,205.3000000000000000,124.3966666666666667,80.9033333333333333
2025-01-01 00:00:00+05:30,"Baker, Richards and Hurst",185.4155555555555556,116.1733333333333333,69.2422222222222222
2025-10-01 00:00:00+05:30,Blair PLC,197.2500000000000000,59.3000000000000000,137.9500000000000000
2025-10-01 00:00:00+05:30,Johnson and Sons,186.1800000000000000,144.0650000000000000,42.1150000000000000
2025-07-01 00:00:00+05:30,Johnson and Sons,186.1800000000000000,150.5460000000000000,35.6340000000000000
2024-04-01 00:00:00+05:30,"Brown, James and Ferrell",188.3900000000000000,638.1400000000000000,-449.7500000000000000
2025-10-01 00:00:00+05:30,"Gill, Romero and Rodriguez",180.1366666666666667,206.1255555555555556,-25.9888888888888889
2024-10-01 00:00:00+05:30,"Ashley, Nielsen and Sellers",196.8400000000000000,131.7576923076923077,65.0823076923076923
2024-10-01 00:00:00+05:30,"Garcia, Yang and Gardner",201.3400000000000000,227.5283333333333333,-26.1883333333333333
2024-07-01 00:00:00+05:30,Johnson and Sons,186.1800000000000000,143.2400000000000000,42.9400000000000000
2024-01-01 00:00:00+05:30,Maddox-Valencia,191.8100000000000000,637.4140000000000000,-445.6040000000000000
2024-01-01 00:00:00+05:30,Robinson-Lawrence,189.4000000000000000,182.0475000000000000,7.3525000000000000
2025-01-01 00:00:00+05:30,Nelson-Schaefer,205.3000000000000000,84.3900000000000000,120.9100000000000000
2025-07-01 00:00:00+05:30,Nelson-Schaefer,205.3000000000000000,61.2980000000000000,144.0020000000000000
2025-07-01 00:00:00+05:30,"Rodriguez, Figueroa and Sanchez",177.5200000000000000,264.9310000000000000,-87.4110000000000000
2025-04-01 00:00:00+05:30,Nelson-Schaefer,205.3000000000000000,81.4428571428571429,123.8571428571428571
2024-10-01 00:00:00+05:30,"Lee, Jones and Stanley",178.5660000000000000,26.0920000000000000,152.4740000000000000
2024-07-01 00:00:00+05:30,Chavez-Flowers,203.2900000000000000,323.9200000000000000,-120.6300000000000000
2024-07-01 00:00:00+05:30,Blair PLC,197.2500000000000000,52.5714285714285714,144.6785714285714286
2025-10-01 00:00:00+05:30,Dennis Inc,198.5233333333333333,79.6655555555555556,118.8577777777777778
2025-04-01 00:00:00+05:30,Robinson-Bright,191.2100000000000000,149.2600000000000000,41.9500000000000000
2025-10-01 00:00:00+05:30,Bernard LLC,208.7212500000000000,138.7500000000000000,69.9712500000000000
2024-01-01 00:00:00+05:30,Miller-Carter,180.7400000000000000,269.5700000000000000,-88.8300000000000000
2025-10-01 00:00:00+05:30,"Garcia, Yang and Gardner",193.2220000000000000,128.6620000000000000,64.5600000000000000
2026-01-01 00:00:00+05:30,"Peterson, Carter and Moore",200.8683333333333333,231.6033333333333333,-30.7350000000000000
2024-10-01 00:00:00+05:30,Dennis Inc,200.0450000000000000,80.2370000000000000,119.8080000000000000
2024-01-01 00:00:00+05:30,Smith-Hickman,192.2200000000000000,62.6050000000000000,129.6150000000000000
2025-04-01 00:00:00+05:30,Johnson and Sons,186.1800000000000000,146.4175000000000000,39.7625000000000000
2025-07-01 00:00:00+05:30,Dennis Inc,199.0717647058823529,126.0852941176470588,72.9864705882352941
2026-01-01 00:00:00+05:30,Miller-Carter,180.7400000000000000,820.8100000000000000,-640.0700000000000000
2024-10-01 00:00:00+05:30,Robinson-Bright,191.5390909090909091,131.7354545454545455,59.8036363636363636
2025-01-01 00:00:00+05:30,"Rodriguez, Figueroa and Sanchez",177.5200000000000000,367.6807142857142857,-190.1607142857142857
2024-10-01 00:00:00+05:30,Anderson Group,178.2600000000000000,212.6716666666666667,-34.4116666666666667
2026-01-01 00:00:00+05:30,Anderson Group,178.4880000000000000,173.5060000000000000,4.9820000000000000
2024-10-01 00:00:00+05:30,Baker and Sons,196.9788888888888889,94.7100000000000000,102.2688888888888889
2024-04-01 00:00:00+05:30,Blair PLC,197.2500000000000000,36.3383333333333333,160.9116666666666667
2025-10-01 00:00:00+05:30,"Reid, Ferguson and Sanchez",192.5614285714285714,470.8628571428571429,-278.3014285714285714
2024-01-01 00:00:00+05:30,Nelson-Schaefer,205.3000000000000000,196.7466666666666667,8.5533333333333333
2024-01-01 00:00:00+05:30,"Peterson, Carter and Moore",194.5388888888888889,332.3500000000000000,-137.8111111111111111
2025-10-01 00:00:00+05:30,Brown PLC,204.6900000000000000,210.0750000000000000,-5.3850000000000000
2024-01-01 00:00:00+05:30,Robinson-Bright,189.7620000000000000,190.5990000000000000,-0.83700000000000000000
2024-10-01 00:00:00+05:30,Wolfe LLC,196.7230769230769231,142.1807692307692308,54.5423076923076923
2025-04-01 00:00:00+05:30,Clark PLC,190.0050000000000000,145.5383333333333333,44.4666666666666667
2024-07-01 00:00:00+05:30,Robinson-Bright,191.9340000000000000,98.2800000000000000,93.6540000000000000
2025-01-01 00:00:00+05:30,Miller-Carter,180.7400000000000000,348.5975000000000000,-167.8575000000000000
2026-01-01 00:00:00+05:30,Trujillo Group,181.9500000000000000,62.3350000000000000,119.6150000000000000
2024-07-01 00:00:00+05:30,Nelson-Schaefer,205.3000000000000000,133.1950000000000000,72.1050000000000000
2024-01-01 00:00:00+05:30,"Guzman, Hoffman and Baldwin",205.3000000000000000,63.3500000000000000,141.9500000000000000
2024-04-01 00:00:00+05:30,Maddox-Valencia,191.8100000000000000,98.4716666666666667,93.3383333333333333
2026-01-01 00:00:00+05:30,Dennis Inc,204.9000000000000000,5.8300000000000000,199.0700000000000000
2025-07-01 00:00:00+05:30,Robinson-Lawrence,189.4000000000000000,34.3218181818181818,155.0781818181818182
2025-04-01 00:00:00+05:30,"Garcia, Yang and Gardner",188.2830769230769231,158.8776923076923077,29.4053846153846154
2024-07-01 00:00:00+05:30,"Guzman, Hoffman and Baldwin",202.6825000000000000,46.0225000000000000,156.6600000000000000
2025-04-01 00:00:00+05:30,Bernard LLC,209.5275000000000000,201.6100000000000000,7.9175000000000000
2025-10-01 00:00:00+05:30,"Peterson, Carter and Moore",182.9542857142857143,154.8100000000000000,28.1442857142857143
2024-10-01 00:00:00+05:30,Brown PLC,204.6900000000000000,336.2937500000000000,-131.6037500000000000
2024-04-01 00:00:00+05:30,"Gill, Romero and Rodriguez",181.5450000000000000,405.4360000000000000,-223.8910000000000000
2024-10-01 00:00:00+05:30,"Reid, Ferguson and Sanchez",188.1058333333333333,614.3733333333333333,-426.2675000000000000
2026-01-01 00:00:00+05:30,Nelson-Schaefer,205.3000000000000000,68.0850000000000000,137.2150000000000000
2024-01-01 00:00:00+05:30,Wolfe LLC,201.1750000000000000,122.8987500000000000,78.2762500000000000
2024-07-01 00:00:00+05:30,"Gill, Romero and Rodriguez",180.1366666666666667,186.8333333333333333,-6.6966666666666667
2025-07-01 00:00:00+05:30,Clark PLC,188.0185714285714286,139.9385714285714286,48.0800000000000000
2025-01-01 00:00:00+05:30,Maddox-Valencia,191.8100000000000000,71.3300000000000000,120.4800000000000000
2024-07-01 00:00:00+05:30,Wolfe LLC,197.7025000000000000,226.7793750000000000,-29.0768750000000000
2026-01-01 00:00:00+05:30,Burton Ltd,197.2500000000000000,5.4700000000000000,191.7800000000000000
2025-07-01 00:00:00+05:30,Smith-Hickman,192.2200000000000000,45.6737500000000000,146.5462500000000000
2025-04-01 00:00:00+05:30,Dennis Inc,196.1925000000000000,118.4937500000000000,77.6987500000000000
2025-07-01 00:00:00+05:30,"Gill, Romero and Rodriguez",182.0144444444444444,517.4111111111111111,-335.3966666666666667
2025-04-01 00:00:00+05:30,Blair PLC,197.2500000000000000,55.3100000000000000,141.9400000000000000
2025-07-01 00:00:00+05:30,Wyatt Inc,203.2900000000000000,586.6316666666666667,-383.3416666666666667
2025-04-01 00:00:00+05:30,"Ashley, Nielsen and Sellers",196.8400000000000000,120.3823529411764706,76.4576470588235294
2025-01-01 00:00:00+05:30,Baker and Sons,200.7418181818181818,100.1609090909090909,100.5809090909090909
2025-07-01 00:00:00+05:30,"Ashley, Nielsen and Sellers",196.8400000000000000,104.0830000000000000,92.7570000000000000
2025-04-01 00:00:00+05:30,"Lee, Jones and Stanley",200.4240000000000000,65.0520000000000000,135.3720000000000000
2025-01-01 00:00:00+05:30,"Reid, Ferguson and Sanchez",185.7066666666666667,203.7100000000000000,-18.0033333333333333
2024-01-01 00:00:00+05:30,Dennis Inc,200.9750000000000000,83.3775000000000000,117.5975000000000000
2024-07-01 00:00:00+05:30,Robinson-Lawrence,189.4000000000000000,176.5741666666666667,12.8258333333333333
2024-07-01 00:00:00+05:30,Smith-Hickman,192.2200000000000000,53.3561538461538462,138.8638461538461538
2025-10-01 00:00:00+05:30,Robinson-Lawrence,189.4000000000000000,197.4966666666666667,-8.0966666666666667
2024-10-01 00:00:00+05:30,"Romero, Gonzalez and Brooks",198.8600000000000000,37.0140000000000000,161.8460000000000000
2024-04-01 00:00:00+05:30,Wolfe LLC,197.0080000000000000,173.9840000000000000,23.0240000000000000
2025-01-01 00:00:00+05:30,Robinson-Lawrence,189.4000000000000000,143.9157894736842105,45.4842105263157895
2025-01-01 00:00:00+05:30,Brown PLC,204.6900000000000000,351.0453846153846154,-146.3553846153846154
2025-07-01 00:00:00+05:30,"Brown, James and Ferrell",188.3900000000000000,362.3500000000000000,-173.9600000000000000
2024-10-01 00:00:00+05:30,Rios Group,202.6800000000000000,115.2300000000000000,87.4500000000000000
2025-10-01 00:00:00+05:30,"Ashley, Nielsen and Sellers",196.8400000000000000,83.7805263157894737,113.0594736842105263
2025-07-01 00:00:00+05:30,"Baker, Richards and Hurst",179.4875000000000000,162.3937500000000000,17.0937500000000000
2024-07-01 00:00:00+05:30,Bernard LLC,209.2050000000000000,246.9280000000000000,-37.7230000000000000
2024-01-01 00:00:00+05:30,Johnson and Sons,186.1800000000000000,139.0300000000000000,47.1500000000000000
2025-01-01 00:00:00+05:30,"Guzman, Hoffman and Baldwin",196.3257142857142857,53.9185714285714286,142.4071428571428571
2024-10-01 00:00:00+05:30,Johnson and Sons,186.1800000000000000,152.5180000000000000,33.6620000000000000
2026-01-01 00:00:00+05:30,"Gill, Romero and Rodriguez",181.5450000000000000,426.2675000000000000,-244.7225000000000000
2025-01-01 00:00:00+05:30,Bernard LLC,207.9150000000000000,161.0466666666666667,46.8683333333333333
2024-04-01 00:00:00+05:30,"Le, Maldonado and Herrera",188.5700000000000000,67.5830000000000000,120.9870000000000000
2025-04-01 00:00:00+05:30,Wolfe LLC,204.4160000000000000,211.1970000000000000,-6.7810000000000000
2026-01-01 00:00:00+05:30,Chavez-Flowers,203.2900000000000000,186.2200000000000000,17.0700000000000000
2025-10-01 00:00:00+05:30,Baker and Sons,196.6433333333333333,125.1400000000000000,71.5033333333333333
2024-10-01 00:00:00+05:30,Wyatt Inc,203.2900000000000000,542.9275000000000000,-339.6375000000000000
2026-01-01 00:00:00+05:30,"Garcia, Yang and Gardner",197.6500000000000000,81.6550000000000000,115.9950000000000000
2025-10-01 00:00:00+05:30,Nelson-Schaefer,205.3000000000000000,127.8816666666666667,77.4183333333333333
2024-01-01 00:00:00+05:30,Brown PLC,204.6900000000000000,269.1616666666666667,-64.4716666666666667
2024-07-01 00:00:00+05:30,Clark PLC,189.5048000000000000,335.6184000000000000,-146.1136000000000000
2025-10-01 00:00:00+05:30,Wolfe LLC,199.7018181818181818,185.4700000000000000,14.2318181818181818
2025-10-01 00:00:00+05:30,Anderson Group,178.8300000000000000,178.3650000000000000,0.46500000000000000000
2025-07-01 00:00:00+05:30,Baker and Sons,200.1927272727272727,120.2100000000000000,79.9827272727272727
2026-01-01 00:00:00+05:30,"Brown, James and Ferrell",188.3900000000000000,195.8840000000000000,-7.4940000000000000
2025-07-01 00:00:00+05:30,Rios Group,202.6800000000000000,135.5785714285714286,67.1014285714285714
2024-04-01 00:00:00+05:30,"Guzman, Hoffman and Baldwin",201.8100000000000000,98.3233333333333333,103.4866666666666667
2025-01-01 00:00:00+05:30,Chavez-Flowers,203.2900000000000000,170.0636363636363636,33.2263636363636364
2024-04-01 00:00:00+05:30,Johnson and Sons,186.1800000000000000,143.4400000000000000,42.7400000000000000
2026-01-01 00:00:00+05:30,Bernard LLC,206.3025000000000000,455.0300000000000000,-248.7275000000000000
2024-01-01 00:00:00+05:30,"Le, Maldonado and Herrera",187.1816666666666667,289.5183333333333333,-102.3366666666666667
2024-04-01 00:00:00+05:30,"Lee, Jones and Stanley",192.0971428571428571,81.1200000000000000,110.9771428571428571
2024-10-01 00:00:00+05:30,Davis-Williams,191.0100000000000000,85.6340000000000000,105.3760000000000000
2025-04-01 00:00:00+05:30,Miller-Carter,180.7400000000000000,410.3690000000000000,-229.6290000000000000
2024-01-01 00:00:00+05:30,"Ashley, Nielsen and Sellers",196.8400000000000000,294.4460000000000000,-97.6060000000000000
2025-10-01 00:00:00+05:30,Smith-Hickman,192.2200000000000000,59.6500000000000000,132.5700000000000000
2024-04-01 00:00:00+05:30,"Baker, Richards and Hurst",183.5138461538461538,137.5646153846153846,45.9492307692307692
2024-07-01 00:00:00+05:30,"Rodriguez, Figueroa and Sanchez",177.5200000000000000,361.9885714285714286,-184.4685714285714286
2026-01-01 00:00:00+05:30,"Ashley, Nielsen and Sellers",196.8400000000000000,184.3980000000000000,12.4420000000000000
2024-04-01 00:00:00+05:30,Baker and Sons,188.5933333333333333,89.6900000000000000,98.9033333333333333
2024-07-01 00:00:00+05:30,Baker and Sons,184.2031250000000000,116.5312500000000000,67.6718750000000000
2024-01-01 00:00:00+05:30,"Garcia, Yang and Gardner",201.3400000000000000,219.3800000000000000,-18.0400000000000000
2024-04-01 00:00:00+05:30,Miller-Carter,180.7400000000000000,516.6620000000000000,-335.9220000000000000
2025-04-01 00:00:00+05:30,"Gill, Romero and Rodriguez",182.3900000000000000,563.2300000000000000,-380.8400000000000000
2025-10-01 00:00:00+05:30,Wyatt Inc,203.2900000000000000,421.6875000000000000,-218.3975000000000000
2025-04-01 00:00:00+05:30,Brown PLC,204.6900000000000000,253.0477777777777778,-48.3577777777777778
2025-01-01 00:00:00+05:30,Wolfe LLC,194.6509090909090909,134.7172727272727273,59.9336363636363636
2024-01-01 00:00:00+05:30,Trujillo Group,181.9500000000000000,24.4033333333333333,157.5466666666666667
2025-01-01 00:00:00+05:30,Anderson Group,177.1200000000000000,148.7600000000000000,28.3600000000000000
2025-04-01 00:00:00+05:30,Rios Group,202.6800000000000000,109.9822222222222222,92.6977777777777778
2025-10-01 00:00:00+05:30,Robinson-Bright,191.2100000000000000,147.1125000000000000,44.0975000000000000
2024-10-01 00:00:00+05:30,Chavez-Flowers,203.2900000000000000,211.3812500000000000,-8.0912500000000000
2024-10-01 00:00:00+05:30,Blair PLC,197.2500000000000000,51.0685714285714286,146.1814285714285714
2024-04-01 00:00:00+05:30,Anderson Group,178.0971428571428571,152.6414285714285714,25.4557142857142857
2025-04-01 00:00:00+05:30,Smith-Hickman,192.2200000000000000,48.9557142857142857,143.2642857142857143
2025-04-01 00:00:00+05:30,Davis-Williams,192.0166666666666667,111.9422222222222222,80.0744444444444444
2024-10-01 00:00:00+05:30,"Guzman, Hoffman and Baldwin",201.8100000000000000,91.3575000000000000,110.4525000000000000
2025-07-01 00:00:00+05:30,Robinson-Bright,191.9340000000000000,56.1000000000000000,135.8340000000000000
2025-10-01 00:00:00+05:30,"Le, Maldonado and Herrera",198.3500000000000000,43.5250000000000000,154.8250000000000000
2024-04-01 00:00:00+05:30,"Ashley, Nielsen and Sellers",196.8400000000000000,87.6340000000000000,109.2060000000000000
2024-07-01 00:00:00+05:30,"Peterson, Carter and Moore",194.5736363636363636,175.3927272727272727,19.1809090909090909
2025-07-01 00:00:00+05:30,Bernard LLC,206.8400000000000000,374.2233333333333333,-167.3833333333333333
2026-01-01 00:00:00+05:30,Rios Group,202.6800000000000000,89.8300000000000000,112.8500000000000000
2026-01-01 00:00:00+05:30,Davis-Williams,187.9900000000000000,215.6183333333333333,-27.6283333333333333
2024-10-01 00:00:00+05:30,"Rodriguez, Figueroa and Sanchez",177.5200000000000000,256.4615000000000000,-78.9415000000000000
2024-01-01 00:00:00+05:30,"Reid, Ferguson and Sanchez",190.5050000000000000,798.7716666666666667,-608.2666666666666667
2025-04-01 00:00:00+05:30,Chavez-Flowers,203.2900000000000000,53.2438461538461538,150.0461538461538462
2025-04-01 00:00:00+05:30,"Rodriguez, Figueroa and Sanchez",177.5200000000000000,112.4512500000000000,65.0687500000000000
2026-01-01 00:00:00+05:30,"Romero, Gonzalez and Brooks",198.8600000000000000,38.4450000000000000,160.4150000000000000
2025-01-01 00:00:00+05:30,"Peterson, Carter and Moore",194.9556250000000000,130.3537500000000000,64.6018750000000000
2024-01-01 00:00:00+05:30,"Rodriguez, Figueroa and Sanchez",177.5200000000000000,230.3216666666666667,-52.8016666666666667
2025-04-01 00:00:00+05:30,"Romero, Gonzalez and Brooks",198.8600000000000000,53.6100000000000000,145.2500000000000000
2025-01-01 00:00:00+05:30,Johnson and Sons,186.1800000000000000,138.4466666666666667,47.7333333333333333
2024-07-01 00:00:00+05:30,Davis-Williams,190.1471428571428571,271.2550000000000000,-81.1078571428571429
2025-04-01 00:00:00+05:30,"Le, Maldonado and Herrera",190.0354545454545455,235.1154545454545455,-45.0800000000000000
2025-07-01 00:00:00+05:30,Maddox-Valencia,191.8100000000000000,57.0800000000000000,134.7300000000000000
2024-04-01 00:00:00+05:30,Chavez-Flowers,203.2900000000000000,258.6030000000000000,-55.3130000000000000
2025-07-01 00:00:00+05:30,Trujillo Group,181.9500000000000000,33.0166666666666667,148.9333333333333333
2024-07-01 00:00:00+05:30,"Garcia, Yang and Gardner",193.9600000000000000,185.4266666666666667,8.5333333333333333
2024-04-01 00:00:00+05:30,Dennis Inc,201.1400000000000000,65.1958333333333333,135.9441666666666667
2025-10-01 00:00:00+05:30,Miller-Carter,180.7400000000000000,479.8333333333333333,-299.0933333333333333
2025-01-01 00:00:00+05:30,"Le, Maldonado and Herrera",178.4275000000000000,268.4200000000000000,-89.9925000000000000
2025-04-01 00:00:00+05:30,Anderson Group,177.6085714285714286,437.0985714285714286,-259.4900000000000000
